iter	Logloss
113	0.2433412231
114	0.2430759267
115	0.242765653
116	0.242574516
117	0.2423650811
118	0.2421974993
119	0.2418951633
120	0.2417418443
121	0.2415362013
122	0.241318615
123	0.2411050274
124	0.2408862232
125	0.2407067589
126	0.2405656991
127	0.2404067219
128	0.240223144
129	0.2399061215
130	0.2396811282
131	0.2393839636
132	0.2392088784
133	0.2390244973
134	0.2387943567
135	0.2386154232
136	0.2384591652
137	0.2383364047
138	0.2382464602
139	0.2380185011
140	0.2378386847
141	0.2376687652
142	0.2374042151
143	0.237246365
144	0.237098247
145	0.2368690967
146	0.236699019
147	0.2365586396
148	0.2363508521
149	0.2362193204
150	0.2360072695
151	0.2358072529
152	0.2357117093
153	0.2355769544
154	0.2354368481
155	0.2352816077
156	0.2351202955
157	0.2349741845
158	0.2348740536
159	0.2346593177
160	0.2345227279
161	0.2343505418
162	0.2341305386
163	0.2338918778
164	0.2337268677
165	0.2335937614
166	0.2334527548
167	0.2333308523
168	0.2331507011
169	0.2329908085
170	0.232761512
171	0.232588699
172	0.2324157167
173	0.2322793395
174	0.2320939226
175	0.2318433181
176	0.2316652029
177	0.2315343213
178	0.2313570238
179	0.2311988369
180	0.2310653106
181	0.2309668464
182	0.230825454
183	0.230777883
184	0.2306145944
185	0.2304871073
186	0.2303038239
187	0.2301488925
188	0.2299316374
189	0.2297317277
190	0.2295741438
191	0.2294019233
192	0.2292868102
193	0.2290993089
194	0.2289574489
195	0.2287840994
196	0.228650826
197	0.2285151087
198	0.2284448859
199	0.2283567103
200	0.228224603
201	0.228064153
202	0.2279239925
203	0.2277665283
204	0.2276747729
205	0.2275649153
206	0.2273573961
207	0.2272668527
208	0.2270996718
209	0.2270251212
210	0.2269091328
211	0.226734264
212	0.2266224508
213	0.2264850884
214	0.2263194675
215	0.2262358026
216	0.2261354448
217	0.2260469819
218	0.2260275371
219	0.2258733126
220	0.2257558021
221	0.225653442
222	0.2254715411
223	0.2253824777
224	0.225226604
225	0.2251201867
226	0.2249850394
227	0.2249167724
228	0.2248815291
229	0.2247143741
230	0.2245440721
231	0.2243853949
232	0.2242840354
233	0.2241715381
234	0.2239670013
235	0.2238410818
236	0.2236690198
237	0.2235212586
238	0.223465944
239	0.2232731549
240	0.2231212743
241	0.2229299304
242	0.2228029999
243	0.2226461564
244	0.2224921534
245	0.222344637
246	0.22224419
247	0.2221663834
248	0.2220565646
249	0.2219831895
250	0.221907843
251	0.2217148052
252	0.2215895006
253	0.221436187
254	0.2213497406
255	0.2212861378
256	0.2211655078
257	0.2210287126
258	0.2209228203
259	0.2208434182
260	0.2207736712
261	0.2206760451
262	0.2205416495
263	0.2204029364
264	0.2202148142
265	0.2200830839
266	0.2199882228
267	0.2199114237
268	0.2197827344
269	0.2196981192
270	0.2196452646
271	0.2195759899
272	0.2194102748
273	0.2193172969
274	0.2191305483
275	0.2190436538
276	0.2189309555
277	0.2187528489
278	0.2186256936
279	0.2185597667
280	0.2184084139
281	0.2182448138
282	0.2181069082
283	0.2180057584
284	0.2178930946
285	0.2177838779
286	0.217670071
287	0.2175730939
288	0.2174259321
289	0.2173403199
290	0.2171989752
291	0.2170364718
292	0.2168596651
293	0.2167712967
294	0.2166058202
295	0.2164448408
296	0.2163089115
297	0.2161227873
298	0.2160330255
299	0.215929535
300	0.2158441023
301	0.2157171056
302	0.2156100331
303	0.2155290534
304	0.2154413058
305	0.215331367
306	0.215190124
307	0.2150664227
308	0.2149520364
309	0.2148496299
310	0.2147265298
311	0.2146270253
312	0.2144894617
313	0.2143398632
314	0.2142487924
315	0.2141310398
316	0.2140129117
317	0.2138581936
318	0.2136601738
319	0.2134724593
320	0.2133446672
321	0.2132183746
322	0.2131445086
323	0.2130332594
324	0.212885124
325	0.2127159821
326	0.2125674012
327	0.2124246984
328	0.2122741063
329	0.2121019079
330	0.2119143292
331	0.2118238963
332	0.2117185893
333	0.2115556915
334	0.2114289394
335	0.2113575832
336	0.2113136134
337	0.2112096762
338	0.2111050509
339	0.2109864356
340	0.2108229527
341	0.2107088607
342	0.2105865973
343	0.2104358661
344	0.2103329805
345	0.2102427476
346	0.2101672238
347	0.209990958
348	0.2098806414
349	0.2097317475
350	0.2095935027
351	0.2094067832
352	0.2092526714
353	0.2091430409
354	0.208999845
355	0.2088427622
356	0.2087093529
357	0.2086260616
358	0.2084914548
359	0.2083963184
360	0.2082885689
361	0.2082493962
362	0.2081260644
363	0.2080492159
364	0.2079320414
365	0.2078644472
366	0.207740932
367	0.2076147613
368	0.2075238074
369	0.2073660298
370	0.2072730731
371	0.2071116299
372	0.2070045411
373	0.2069225757
374	0.2067945381
375	0.2067678365
376	0.2067308052
377	0.2066000264
378	0.2064973043
379	0.2064693963
380	0.2063367194
381	0.206214977
382	0.2060740171
383	0.2059471352
384	0.2057674344
385	0.2055977002
386	0.2055447445
387	0.2054103973
388	0.205299451
389	0.2051868607
390	0.205119295
391	0.2050055603
392	0.2049596003
393	0.2048229724
394	0.2046867074
395	0.2046672974
396	0.2045263178
397	0.2043546344
398	0.2042233698
399	0.2040626996
400	0.2039370567
401	0.2038543495
402	0.2037219252
403	0.2035549401
404	0.2034879053
405	0.2034440094
406	0.2033019231
407	0.2032704646
408	0.203180909
409	0.2030880199
410	0.2029231019
411	0.2027945725
412	0.2026460466
413	0.2025461626
414	0.2024385864
415	0.2022726167
416	0.2021684987
417	0.2020592149
418	0.20196983
419	0.2019127668
420	0.2018275652
421	0.2018005026
422	0.2016494056
423	0.2015467637
424	0.201418689
425	0.2012705296
426	0.2011738979
427	0.2010915876
428	0.201038616
429	0.2008611743
430	0.2007368743
431	0.2005856858
432	0.2004462322
433	0.2004093744
434	0.2002872169
435	0.2000994269
436	0.1999639125
437	0.1997910908
438	0.1996149085
439	0.1995381892
440	0.1993471993
441	0.1992651705
442	0.1991454573
443	0.1990482638
444	0.1989226933
445	0.1988358752
446	0.1987166348
447	0.198579695
448	0.1984372086
449	0.1983073213
450	0.1981197943
451	0.1979754298
452	0.1978822464
453	0.1978019134
454	0.1977198796
455	0.1975967203
456	0.1975039054
457	0.197399791
458	0.1972538664
459	0.1971583628
460	0.1970998443
461	0.1969375981
462	0.1968063076
463	0.1967158179
464	0.1965986434
465	0.1964998503
466	0.1964471076
467	0.1963326094
468	0.1962960582
469	0.1961742754
470	0.1960602772
471	0.1959231402
472	0.1957993143
473	0.1956643001
474	0.1955546906
475	0.1954940616
476	0.1953768775
477	0.1952749493
478	0.1951905365
479	0.1950775622
480	0.1949381195
481	0.1948637128
482	0.1947450313
483	0.1946717845
484	0.1945439408
485	0.194437551
486	0.1942932998
487	0.1941867076
488	0.1941718685
489	0.1940737522
490	0.193916957
491	0.1938057344
492	0.1937855281
493	0.1936641495
494	0.1935355072
495	0.1933764539
496	0.1932658339
497	0.1931882001
498	0.1930843391
499	0.1929858233
500	0.1929156731
501	0.1927422792
502	0.1926413947
503	0.1925013768
504	0.1924001765
505	0.192265569
506	0.1921078035
507	0.1919971284
508	0.191918328
509	0.1918541551
510	0.1918332617
511	0.1917113217
512	0.1916224514
513	0.1915279658
514	0.191472716
515	0.1913904534
516	0.1912592742
517	0.1911055834
518	0.1909423048
519	0.1908685653
520	0.1908036476
521	0.1907044772
522	0.190631396
523	0.1905190615
524	0.1904456495
525	0.1903097203
526	0.1902097373
527	0.1901348282
528	0.1900565301
529	0.1899869214
530	0.1898424363
531	0.1896728869
532	0.18950561
533	0.1894121641
534	0.1893936063
535	0.1893242244
536	0.1892169053
537	0.1891091184
538	0.1890283068
539	0.1889604179
540	0.1888123027
541	0.1886620255
542	0.1885133315
543	0.1884448088
544	0.1884161695
545	0.1883247751
546	0.1881986505
547	0.1881032001
548	0.1880752736
549	0.1879273656
550	0.1878521386
551	0.1876984125
552	0.1876363032
553	0.1875407417
554	0.1874130754
555	0.1873344589
556	0.1872262849
557	0.1870882627
558	0.18696302
559	0.1868524178
560	0.1867637596
561	0.1867054564
562	0.1866596139
563	0.1865461274
564	0.1864261506
565	0.1863519775
566	0.1862327298
567	0.1861409559
568	0.1860386497
569	0.1859261289
570	0.1858092648
571	0.18571773
572	0.1856520025
573	0.185553306
574	0.1854225404
575	0.1853099171
576	0.1851785941
577	0.1850221324
578	0.1849153476
579	0.1848287271
580	0.1847212221
581	0.1846297696
582	0.184558269
583	0.1844946027
584	0.1843123962
585	0.1842014031
586	0.1841190647
587	0.1840392341
588	0.1839708394
589	0.1838218267
590	0.1836965839
591	0.183640909
592	0.1835314515
593	0.1834048666
594	0.1832957622
595	0.1832286032
596	0.183150519
597	0.1830472591
598	0.1829548628
599	0.1828591806
600	0.1827706445
601	0.1826430427
602	0.1825167862
603	0.1823741925
604	0.1822531251
605	0.1821632763
606	0.1820505846
607	0.1819339095
608	0.1818593217
609	0.1818002363
610	0.1816568649
611	0.1814918827
612	0.1814214664
613	0.1813208532
614	0.1813147706
615	0.1811981447
616	0.181043869
617	0.1809996233
618	0.180887105
619	0.1808014007
620	0.1807685469
621	0.1806531158
622	0.1805927477
623	0.1804869249
624	0.1804382896
625	0.1803303556
626	0.1802501209
627	0.1801728084
628	0.1800779997
629	0.1799742904
630	0.1798870386
631	0.1797425002
632	0.1795902047
633	0.1795263794
634	0.1793976201
635	0.1793004285
636	0.1792138791
637	0.179083642
638	0.1790271984
639	0.1788991799
640	0.1788338241
641	0.1788289103
642	0.1787242439
643	0.1786151741
644	0.1785233015
645	0.1784458004
646	0.1783620767
647	0.178256086
648	0.1781625653
649	0.1780240805
650	0.1779484102
651	0.1778463322
652	0.17783527
653	0.1777300008
654	0.1776488806
655	0.1775315145
656	0.1774217402
657	0.1773011935
658	0.177235874
659	0.1771130645
660	0.177007837
661	0.1769460595
662	0.1768570961
663	0.1768149895
664	0.1766727978
665	0.1765890021
666	0.1764845062
667	0.1763504036
668	0.1762848401
669	0.1762255361
670	0.1761360045
671	0.1760829534
672	0.1759830513
673	0.1758549734
674	0.1758491904
675	0.1757454035
676	0.175660956
677	0.1755589908
678	0.1754256368
679	0.1753435018
680	0.1752663395
681	0.1751905023
682	0.1750821354
683	0.1749776311
684	0.1748692953
685	0.1747394354
686	0.1746500529
687	0.1745448683
688	0.1744404967
689	0.1743703047
690	0.1743373682
691	0.1742915771
692	0.1742238303
693	0.1741450517
694	0.1740455339
695	0.1739615969
696	0.1738925536
697	0.173741492
698	0.1736619029
699	0.1735544774
700	0.1734743255
701	0.1733664966
702	0.1733186574
703	0.1732365025
704	0.1731456899
705	0.1730646429
706	0.1729787461
707	0.1728490041
708	0.1727625106
709	0.1727090867
710	0.1726326694
711	0.1725670731
712	0.1724598145
713	0.1724061042
714	0.1722767286
715	0.1721330832
716	0.1720523734
717	0.1719404345
718	0.1717942749
719	0.1716901749
720	0.171626422
721	0.1715319261
722	0.1714019373
723	0.1713102887
724	0.1712263069
725	0.1710822878
726	0.1709764333
727	0.1709256169
728	0.170777921
729	0.1706273624
730	0.1705505612
731	0.1704715438
732	0.1703908562
733	0.1702351645
734	0.1701887261
735	0.1700530418
736	0.1700038501
737	0.169891285
738	0.1697924172
739	0.1697304086
740	0.1696711351
741	0.1696016029
742	0.1695474129
743	0.1694853038
744	0.1694389966
745	0.1693863753
746	0.1693057368
747	0.1691895241
748	0.1690373434
749	0.1689304832
750	0.1688288217
751	0.1687046673
752	0.1686254536
753	0.1685752177
754	0.1685001277
755	0.1683972813
756	0.1682905473
757	0.1681862564
758	0.168101602
759	0.168012514
760	0.1679562696
761	0.1678984385
762	0.1678136551
763	0.1677000575
764	0.1675709716
765	0.1675086929
766	0.1674458273
767	0.1673564152
768	0.1672908806
769	0.1672348185
770	0.167085166
771	0.1670135979
772	0.1669726034
773	0.1669308766
774	0.1668400468
775	0.1667573615
776	0.1666388976
777	0.1665529295
778	0.1665214273
779	0.1664199694
780	0.1663567427
781	0.1662354583
782	0.1661614338
783	0.1660471037
784	0.1659347278
785	0.1658448472
786	0.1657955386
787	0.1657440159
788	0.1656461147
789	0.1655590831
790	0.1655173437
791	0.1654430371
792	0.1654109096
793	0.1653228111
794	0.1652693764
795	0.165173627
796	0.1650533341
797	0.1649727909
798	0.164933817
799	0.1648694212
