iter	Logloss
346	0.3734888994
347	0.3729500093
348	0.3725408066
349	0.3723164225
350	0.3718540279
351	0.3713382186
352	0.3710693287
353	0.3708182508
354	0.3703855119
355	0.3700058497
356	0.369693114
357	0.3693975851
358	0.369065034
359	0.3688192312
360	0.368440789
361	0.3679974123
362	0.3676008302
363	0.3673738169
364	0.3669668572
365	0.3665206034
366	0.366214842
367	0.365992381
368	0.365594458
369	0.3652456224
370	0.3649001131
371	0.3645246871
372	0.3641410235
373	0.3637362816
374	0.3634975314
375	0.3631346232
376	0.3627284941
377	0.3624446544
378	0.3622536314
379	0.3618002981
380	0.3614987395
381	0.3611503552
382	0.3606853962
383	0.3603275549
384	0.3599181765
385	0.3595608862
386	0.3593819612
387	0.359001921
388	0.3585051315
389	0.3581366371
390	0.3578119375
391	0.357526227
392	0.3570807985
393	0.3567913651
394	0.3565881056
395	0.3562556404
396	0.3558998928
397	0.3554899105
398	0.3550833265
399	0.3547047342
400	0.3544262389
401	0.3540640409
402	0.3535338825
403	0.3532206301
404	0.3529060755
405	0.3525276958
406	0.3522482797
407	0.351742772
408	0.3515360068
409	0.3511597976
410	0.3506556987
411	0.3502638903
412	0.3500824974
413	0.3497406245
414	0.3492856966
415	0.348985342
416	0.3486018843
417	0.348266691
418	0.3479195535
419	0.3475782618
420	0.3472514782
421	0.3468478448
422	0.3465070734
423	0.3460878015
424	0.3458596147
425	0.3453872328
426	0.3448738485
427	0.3444402911
428	0.3441034106
429	0.3438132148
430	0.3435090943
431	0.3431557086
432	0.3428144985
433	0.3424459683
434	0.3420792867
435	0.3416977045
436	0.3414365528
437	0.3410105314
438	0.3407531149
439	0.340387294
440	0.3400704965
441	0.3397714796
442	0.3394696353
443	0.3391817067
444	0.3388588897
445	0.3385111532
446	0.3381964163
447	0.3379193475
448	0.3375793335
449	0.3373771106
450	0.3370567345
451	0.3367353241
452	0.3363889122
453	0.3360084191
454	0.3356441429
455	0.3353853333
456	0.3350908105
457	0.3347069782
458	0.3344106431
459	0.3341336378
460	0.3339177622
461	0.3336415793
462	0.3332794827
463	0.3329948388
464	0.3326997695
465	0.3323140221
466	0.3319640208
467	0.3315869472
468	0.3313491184
469	0.3310315132
470	0.3306802124
471	0.3303221046
472	0.3299578013
473	0.3295960451
474	0.3293330639
475	0.3291553023
476	0.3288306161
477	0.3284677898
478	0.3280840778
479	0.3277313536
480	0.3274399375
481	0.3271118414
482	0.3267769466
483	0.3263832023
484	0.3260996515
485	0.325762932
486	0.325431409
487	0.3250930024
488	0.3248645498
489	0.3245326504
490	0.324148888
491	0.323880036
492	0.3235717128
493	0.3233247702
494	0.3230170351
495	0.3225919897
496	0.3223640984
497	0.3220716868
498	0.3217371225
499	0.3214045528
500	0.3210614193
501	0.3206648559
502	0.3202706149
503	0.3198628881
504	0.319586897
505	0.3192406318
506	0.3188357325
507	0.3185111864
508	0.3182606432
509	0.3179022527
510	0.3175358254
511	0.3171674073
512	0.3169367451
513	0.3166027939
514	0.3162843874
515	0.3160160761
516	0.3157472689
517	0.3155370355
518	0.3152232997
519	0.3150186242
520	0.3147418753
521	0.3144461746
522	0.3141054063
523	0.3137763754
524	0.313386945
525	0.312902631
526	0.312595713
527	0.3123042047
528	0.3121004185
529	0.3117953838
530	0.3115001791
531	0.3112329261
532	0.3109209253
533	0.3105182127
534	0.3101695047
535	0.3098809507
536	0.3095407373
537	0.3092416808
538	0.309079398
539	0.3087619546
540	0.3084851405
541	0.3082280586
542	0.3077392718
543	0.3074461419
544	0.3071314111
545	0.306820315
546	0.3066620922
547	0.3063314203
548	0.3059988069
549	0.3056349544
550	0.3053339707
551	0.304996664
552	0.3046777681
553	0.3044789757
554	0.3041758626
555	0.3038647877
556	0.303602106
557	0.3031707368
558	0.3028496179
559	0.3025789108
560	0.3022722387
561	0.3020680925
562	0.3017217187
563	0.301434256
564	0.3011015472
565	0.3009524696
566	0.3006562429
567	0.3003335784
568	0.3001011212
569	0.299735918
570	0.2993775223
571	0.2992372939
572	0.2989852604
573	0.2987130718
574	0.2983667885
575	0.2980435658
576	0.2977986989
577	0.2975619311
578	0.2972310321
579	0.2969166533
580	0.2965859279
581	0.2962536943
582	0.295894868
583	0.2956037365
584	0.2952139667
585	0.2949830945
586	0.2947398356
587	0.2944460248
588	0.2941177686
589	0.2939515542
590	0.2937206049
591	0.2935116081
592	0.2933186362
593	0.2929513585
594	0.2926858288
595	0.2924227028
596	0.292108546
597	0.2918197448
598	0.2914929226
599	0.2912604058
600	0.2909381193
601	0.290681658
602	0.2902773589
603	0.290002439
604	0.2898045974
605	0.2895267381
606	0.2892296274
607	0.2889149025
608	0.2886668206
609	0.2883892044
610	0.2881254009
611	0.287964392
612	0.2877407723
613	0.2874024179
614	0.2871466467
615	0.2868387476
616	0.286587152
617	0.2864078621
618	0.2860903447
619	0.2858466861
620	0.2854929414
621	0.285317073
622	0.2850654668
623	0.2848071186
624	0.284584432
625	0.2843330623
626	0.284055835
627	0.2838385482
628	0.2836063341
629	0.2833561688
630	0.2830439395
631	0.2828444771
632	0.2826400485
633	0.2825002402
634	0.282236349
635	0.2820026637
636	0.2817274144
637	0.2813553818
638	0.281167782
639	0.2808634968
640	0.2806464956
641	0.2803883616
642	0.2800388133
643	0.2796349375
644	0.2793829324
645	0.2790098541
646	0.2787674639
647	0.2785243111
648	0.2782992274
649	0.2780204721
650	0.2777841107
651	0.2776483066
652	0.2774377364
653	0.2771433804
654	0.2767466877
655	0.2763914395
656	0.276207023
657	0.275858489
658	0.2756883637
659	0.2754314789
660	0.2752909425
661	0.2750993034
662	0.2747908533
663	0.2745272105
664	0.2742074544
665	0.2738617793
666	0.2736390963
667	0.2734152297
668	0.2731257688
669	0.2729705212
670	0.2726963209
671	0.272522402
672	0.2723080822
673	0.2720271727
674	0.2717683498
675	0.271511377
676	0.2712745501
677	0.2710172462
678	0.2707674329
679	0.2705514136
680	0.2704109181
681	0.2701992024
682	0.269944
683	0.2696867593
684	0.2694692294
685	0.269224791
686	0.2689370412
687	0.268693804
688	0.268536097
689	0.2682209201
690	0.2679665887
691	0.2676947524
692	0.2675206021
693	0.2672291803
694	0.2670564735
695	0.2668473057
696	0.2665794326
697	0.2663343902
698	0.2661143424
699	0.2658478476
700	0.2656718813
701	0.2654563096
702	0.2651040206
703	0.264947738
704	0.264774699
705	0.26455986
706	0.2643029117
707	0.2640194026
708	0.263783358
709	0.2635649848
710	0.2632696258
711	0.2630900659
712	0.2627929545
713	0.2625691409
714	0.2623067255
715	0.2621451068
716	0.2618786158
717	0.2616024696
718	0.2612875634
719	0.2610390755
720	0.2608130783
721	0.2605835023
722	0.2602136228
723	0.2599660539
724	0.2598402247
725	0.259625372
726	0.2594735625
727	0.2592487303
728	0.2590803081
729	0.2588140871
730	0.2585636884
731	0.2584037576
732	0.2581219802
733	0.2578642852
734	0.2575794586
735	0.2573598143
736	0.2571263663
737	0.256958121
738	0.2567701497
739	0.2564800584
740	0.2561799032
741	0.2559559761
742	0.255752464
743	0.2555291176
744	0.2552821543
745	0.2550352313
746	0.2547420532
747	0.2545656623
748	0.2542572968
749	0.2540165109
750	0.2537893452
751	0.2535863005
752	0.2533370323
753	0.2530360925
754	0.2528082013
755	0.2526379399
756	0.2524148787
757	0.2522639148
758	0.2519930899
759	0.2517548648
760	0.2514941832
761	0.2512667323
762	0.2511054257
763	0.2508730191
764	0.250690561
765	0.2505269236
766	0.2503522356
767	0.2501049141
768	0.24988169
769	0.249661848
770	0.2495161782
771	0.2492942206
772	0.2490832755
773	0.248827101
774	0.2486023659
775	0.2483502652
776	0.2481729991
777	0.2479366908
778	0.2476510623
779	0.2474068151
780	0.2472271249
781	0.2470417696
782	0.2466922738
783	0.2464710063
784	0.2463147531
785	0.2459928671
786	0.2458465039
787	0.2457265014
788	0.2455305059
789	0.2453445793
790	0.2450936728
791	0.2448854528
792	0.2447180235
793	0.2445751642
794	0.2443612267
795	0.2441542117
796	0.2439650443
797	0.2437505912
798	0.2433879428
799	0.2431142583
